policy_id,customer_id,agent_id,policy_type,issue_date,premium_amount,sum_insured,policy_status,channel,state,free_look_period_days,free_look_cancelled,backdated_flag,premium_actually_collected,fraud_flag,fraud_type
POL000373,CUST002771,AGT00253,Health,06-01-2023,54480,1634400,Active,Agent,Himachal Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000374,CUST000684,AGT00379,Travel,27-03-2023,13170,368760,Active,Broker,West Bengal,15,FALSE,FALSE,TRUE,FALSE,None
POL000375,CUST003084,AGT00299,Life,16-06-2022,84935,2972725,Lapsed,Bancassurance,Assam,15,FALSE,FALSE,FALSE,TRUE,Fake Policy - No Premium Collected
POL000376,CUST000333,AGT00111,Property,27-01-2023,35977,1475057,Lapsed,Online,Assam,15,FALSE,FALSE,TRUE,FALSE,None
POL000377,CUST001244,AGT00108,Life,19-07-2026,149840,7492000,Cancelled,Agent,Assam,15,TRUE,FALSE,TRUE,FALSE,None
POL000378,CUST001422,AGT00251,Auto,06-01-2024,6151,92265,Active,Bancassurance,Mizoram,15,FALSE,FALSE,FALSE,TRUE,Fake Policy - No Premium Collected
POL000379,CUST001366,AGT00340,Auto,06-05-2023,14719,220785,Cancelled,Online,Telangana,15,TRUE,FALSE,TRUE,TRUE,Free-Look Period Abuse
POL000380,CUST001822,AGT00217,Life,13-07-2024,79038,2845368,Active,Agent,Tamil Nadu,15,FALSE,FALSE,TRUE,FALSE,None
POL000381,CUST002560,AGT00197,Health,19-03-2025,45832,1329128,Active,Online,Tripura,15,FALSE,FALSE,TRUE,FALSE,None
POL000382,CUST002220,AGT00062,Life,31-01-2026,63149,2147066,Cancelled,Agent,Telangana,15,FALSE,FALSE,TRUE,FALSE,None
POL000383,CUST001492,AGT00269,Health,02-12-2024,56559,961503,Active,Agent,Maharashtra,15,FALSE,FALSE,TRUE,FALSE,None
POL000384,CUST001772,AGT00263,Auto,02-08-2024,6574,184072,Active,Broker,Andhra Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000385,CUST002011,AGT00369,Auto,29-01-2022,10838,249274,Active,Agent,Andhra Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000386,CUST002612,AGT00115,Life,14-07-2026,61318,2023494,Active,Agent,Telangana,15,FALSE,FALSE,TRUE,FALSE,None
POL000387,CUST002560,AGT00289,Auto,20-11-2024,19943,1076922,Matured,Agent,Uttarakhand,15,FALSE,FALSE,TRUE,FALSE,None
POL000388,CUST001213,AGT00164,Life,24-11-2023,135059,6482832,Active,Agent,Nagaland,15,FALSE,FALSE,TRUE,FALSE,None
POL000389,CUST001144,AGT00208,Health,08-05-2022,26157,470826,Cancelled,Agent,Punjab,15,TRUE,FALSE,TRUE,TRUE,Free-Look Period Abuse
POL000390,CUST000105,AGT00311,Property,06-02-2024,13443,631821,Cancelled,Agent,Chhattisgarh,15,FALSE,FALSE,TRUE,TRUE,Fronting / Straw Policyholder
POL000391,CUST002722,AGT00087,Auto,10-08-2025,7435,423795,Active,Agent,Bihar,15,FALSE,FALSE,FALSE,TRUE,Fake Policy - No Premium Collected
POL000392,CUST000807,AGT00132,Auto,17-03-2023,8650,441150,Active,Agent,Telangana,15,FALSE,FALSE,TRUE,FALSE,None
POL000393,CUST001065,AGT00297,Life,18-05-2024,57545,920720,Active,Agent,Odisha,15,FALSE,FALSE,TRUE,FALSE,None
POL000394,CUST000889,AGT00213,Health,12-11-2025,7251,297291,Active,Agent,Uttar Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000395,CUST002924,AGT00033,Auto,24-07-2026,23247,1371573,Active,Online,Madhya Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000396,CUST002725,AGT00162,Travel,08-06-2023,9749,302219,Lapsed,Online,Gujarat,15,FALSE,FALSE,TRUE,FALSE,None
POL000397,CUST000321,AGT00221,Auto,20-04-2026,6708,301860,Active,Agent,Uttarakhand,15,FALSE,FALSE,TRUE,FALSE,None
POL000398,CUST002383,AGT00347,Health,30-01-2024,51871,2852905,Active,Online,Punjab,15,FALSE,FALSE,TRUE,FALSE,None
POL000399,CUST002312,AGT00073,Auto,20-04-2022,4709,94180,Active,Bancassurance,West Bengal,15,FALSE,FALSE,TRUE,FALSE,None
POL000400,CUST002913,AGT00309,Health,13-09-2025,30499,1372455,Active,Bancassurance,Jharkhand,15,FALSE,FALSE,TRUE,FALSE,None
POL000401,CUST001501,AGT00049,Health,29-11-2025,11421,194157,Matured,Agent,Uttar Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000402,CUST002400,AGT00093,Auto,22-06-2025,18523,1000242,Active,Broker,Karnataka,15,FALSE,FALSE,TRUE,FALSE,None
POL000403,CUST001569,AGT00094,Property,12-06-2022,27157,461669,Cancelled,Agent,Maharashtra,15,FALSE,FALSE,TRUE,FALSE,None
POL000404,CUST001797,AGT00335,Health,14-07-2023,31979,1503013,Active,Agent,Mizoram,15,FALSE,FALSE,TRUE,FALSE,None
POL000405,CUST001520,AGT00077,Life,03-02-2023,50851,1372977,Active,Agent,Telangana,15,FALSE,FALSE,TRUE,FALSE,None
POL000406,CUST001919,AGT00302,Auto,06-08-2023,15944,558040,Active,Agent,Andhra Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000407,CUST001866,AGT00176,Health,03-02-2023,17202,877302,Matured,Online,Jharkhand,15,FALSE,FALSE,FALSE,TRUE,Fake Policy - No Premium Collected
POL000408,CUST001406,AGT00380,Auto,25-02-2026,9092,272760,Active,Online,Himachal Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000409,CUST002724,AGT00321,Property,28-07-2026,9903,346605,Active,Online,Manipur,15,FALSE,FALSE,TRUE,FALSE,None
POL000410,CUST001505,AGT00281,Life,27-08-2022,138204,8015832,Matured,Agent,Gujarat,15,FALSE,FALSE,TRUE,FALSE,None
POL000411,CUST002967,AGT00332,Property,28-01-2026,18949,511623,Cancelled,Agent,Bihar,15,FALSE,FALSE,TRUE,FALSE,None
POL000412,CUST001960,AGT00238,Health,23-05-2026,42077,757386,Active,Agent,Himachal Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000413,CUST000005,AGT00323,Property,21-11-2024,10287,462915,Matured,Agent,Rajasthan,15,FALSE,FALSE,TRUE,FALSE,None
POL000414,CUST002082,AGT00102,Life,20-02-2025,100345,2307935,Lapsed,Bancassurance,Odisha,15,FALSE,FALSE,TRUE,FALSE,None
POL000415,CUST001169,AGT00036,Auto,07-04-2026,15920,748240,Active,Broker,Meghalaya,15,FALSE,FALSE,TRUE,FALSE,None
POL000416,CUST002399,AGT00231,Auto,20-04-2022,24966,1273266,Active,Bancassurance,Madhya Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000417,CUST002631,AGT00164,Health,18-07-2025,32122,1638222,Active,Online,Jharkhand,15,FALSE,FALSE,TRUE,FALSE,None
POL000418,CUST002513,AGT00160,Life,04-11-2025,133496,5072848,Active,Agent,Maharashtra,15,FALSE,FALSE,TRUE,FALSE,None
POL000419,CUST000348,AGT00197,Auto,27-10-2022,24174,942786,Lapsed,Agent,Assam,15,FALSE,FALSE,TRUE,FALSE,None
POL000420,CUST001766,AGT00138,Life,09-07-2026,29058,1598190,Active,Agent,Haryana,15,FALSE,FALSE,TRUE,TRUE,Fronting / Straw Policyholder
POL000421,CUST000125,AGT00234,Health,28-09-2024,28267,1215481,Active,Agent,Maharashtra,15,FALSE,FALSE,TRUE,FALSE,None
POL000422,CUST001814,AGT00008,Health,03-02-2024,52735,2847690,Cancelled,Broker,Nagaland,15,FALSE,FALSE,TRUE,TRUE,Fronting / Straw Policyholder
POL000423,CUST002405,AGT00370,Auto,06-09-2022,4241,212050,Active,Agent,Himachal Pradesh,15,FALSE,FALSE,TRUE,TRUE,Fronting / Straw Policyholder
POL000424,CUST002575,AGT00353,Health,05-06-2023,12088,350552,Matured,Agent,Meghalaya,15,FALSE,FALSE,TRUE,FALSE,None
POL000425,CUST000498,AGT00357,Auto,03-02-2022,8709,513831,Matured,Broker,Jharkhand,15,FALSE,FALSE,TRUE,FALSE,None
POL000426,CUST001177,AGT00138,Auto,16-08-2022,17739,567648,Matured,Broker,Tamil Nadu,15,FALSE,FALSE,TRUE,FALSE,None
POL000427,CUST000053,AGT00199,Life,08-08-2023,53693,1825562,Cancelled,Agent,Nagaland,15,FALSE,FALSE,TRUE,FALSE,None
POL000428,CUST000149,AGT00366,Auto,23-11-2025,23474,446006,Active,Online,Mizoram,15,FALSE,FALSE,TRUE,FALSE,None
POL000429,CUST000503,AGT00343,Auto,15-08-2024,16778,536896,Active,Agent,Haryana,15,FALSE,FALSE,TRUE,FALSE,None
POL000430,CUST000870,AGT00302,Auto,23-03-2024,11160,602640,Active,Online,Madhya Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000431,CUST000219,AGT00152,Health,25-12-2023,50665,759975,Active,Agent,Andhra Pradesh,15,FALSE,TRUE,TRUE,TRUE,Backdated Policy Issuance
POL000432,CUST001301,AGT00211,Auto,07-08-2023,24513,808929,Active,Agent,Meghalaya,15,FALSE,FALSE,TRUE,FALSE,None
POL000433,CUST002500,AGT00303,Auto,24-07-2023,7403,273911,Active,Online,Telangana,15,FALSE,FALSE,TRUE,FALSE,None
POL000434,CUST002131,AGT00106,Health,08-08-2022,35469,1418760,Matured,Agent,Madhya Pradesh,15,FALSE,TRUE,TRUE,TRUE,Backdated Policy Issuance
POL000435,CUST000738,AGT00234,Health,26-10-2025,23867,1026281,Matured,Online,Kerala,15,FALSE,FALSE,TRUE,FALSE,None
POL000436,CUST002575,AGT00316,Travel,26-02-2024,2743,131664,Active,Broker,Tripura,15,FALSE,FALSE,TRUE,FALSE,None
POL000437,CUST002452,AGT00265,Health,12-06-2023,58952,1945416,Active,Agent,Nagaland,15,FALSE,FALSE,TRUE,FALSE,None
POL000438,CUST000290,AGT00183,Health,16-03-2022,27766,888512,Active,Online,Tamil Nadu,15,FALSE,FALSE,TRUE,FALSE,None
POL000439,CUST002468,AGT00220,Health,30-06-2026,34737,555792,Cancelled,Online,Bihar,15,FALSE,FALSE,TRUE,FALSE,None
POL000440,CUST000339,AGT00375,Auto,16-05-2022,21261,871701,Lapsed,Agent,Manipur,15,FALSE,FALSE,TRUE,FALSE,None
POL000441,CUST002825,AGT00227,Property,15-03-2022,8533,170660,Active,Online,Haryana,15,FALSE,FALSE,TRUE,FALSE,None
POL000442,CUST002759,AGT00301,Health,11-09-2022,27537,1459461,Active,Online,Odisha,15,FALSE,FALSE,TRUE,FALSE,None
POL000443,CUST001694,AGT00275,Auto,07-11-2024,5251,105020,Active,Online,Andhra Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000444,CUST001869,AGT00263,Property,18-10-2024,38409,768180,Matured,Bancassurance,Madhya Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000445,CUST000987,AGT00270,Auto,02-12-2024,9590,431550,Active,Online,Tripura,15,FALSE,FALSE,TRUE,FALSE,None
POL000446,CUST000959,AGT00174,Travel,19-02-2022,11464,630520,Cancelled,Bancassurance,Haryana,15,TRUE,FALSE,TRUE,TRUE,Free-Look Period Abuse
POL000447,CUST001231,AGT00181,Property,30-05-2023,14633,790182,Cancelled,Online,Manipur,15,FALSE,FALSE,TRUE,FALSE,None
POL000448,CUST002734,AGT00178,Health,14-01-2024,18018,792792,Cancelled,Agent,Kerala,15,FALSE,FALSE,TRUE,FALSE,None
POL000449,CUST001289,AGT00009,Auto,01-01-2024,10715,375025,Cancelled,Agent,Meghalaya,15,FALSE,FALSE,TRUE,FALSE,None
POL000450,CUST002007,AGT00093,Auto,25-07-2023,6817,374935,Active,Agent,Odisha,15,FALSE,FALSE,TRUE,FALSE,None
POL000451,CUST003108,AGT00059,Auto,30-07-2023,20454,1186332,Lapsed,Online,Bihar,15,FALSE,FALSE,TRUE,FALSE,None
POL000452,CUST000373,AGT00338,Auto,25-05-2026,7600,243200,Active,Online,Rajasthan,15,FALSE,FALSE,FALSE,TRUE,Fake Policy - No Premium Collected
POL000453,CUST001512,AGT00107,Health,19-08-2025,30701,1135937,Active,Agent,Jharkhand,15,FALSE,FALSE,TRUE,FALSE,None
POL000454,CUST003042,AGT00053,Travel,11-03-2025,3143,163436,Active,Agent,Karnataka,15,FALSE,FALSE,TRUE,FALSE,None
POL000455,CUST000531,AGT00044,Health,21-06-2024,48952,1811224,Active,Agent,Chhattisgarh,15,FALSE,FALSE,TRUE,FALSE,None
POL000456,CUST000924,AGT00262,Life,21-07-2022,113711,4775862,Active,Agent,Uttar Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000457,CUST000023,AGT00001,Life,26-07-2022,130761,6538050,Matured,Online,Rajasthan,15,FALSE,FALSE,TRUE,FALSE,None
POL000458,CUST002152,AGT00180,Property,19-02-2023,8210,320190,Active,Broker,Assam,15,FALSE,FALSE,TRUE,FALSE,None
POL000459,CUST000241,AGT00044,Auto,09-08-2022,20341,427161,Matured,Bancassurance,Bihar,15,FALSE,FALSE,TRUE,FALSE,None
POL000460,CUST001005,AGT00326,Health,17-10-2025,27290,873280,Active,Agent,Nagaland,15,FALSE,FALSE,TRUE,FALSE,None
POL000461,CUST002951,AGT00367,Property,28-01-2024,30865,1049410,Active,Online,Goa,15,FALSE,FALSE,TRUE,TRUE,Fronting / Straw Policyholder
POL000462,CUST001897,AGT00367,Property,09-01-2025,22070,419330,Active,Online,Gujarat,15,FALSE,FALSE,TRUE,FALSE,None
POL000463,CUST001166,AGT00168,Travel,02-02-2024,13499,431968,Lapsed,Bancassurance,West Bengal,15,FALSE,FALSE,TRUE,FALSE,None
POL000464,CUST000814,AGT00243,Life,17-07-2023,141206,7907536,Active,Online,Meghalaya,15,FALSE,FALSE,TRUE,FALSE,None
POL000465,CUST000655,AGT00226,Auto,01-08-2025,19415,1048410,Cancelled,Agent,Odisha,15,FALSE,FALSE,TRUE,FALSE,None
POL000466,CUST000783,AGT00135,Health,04-01-2023,42180,1982460,Active,Agent,Haryana,15,FALSE,FALSE,TRUE,FALSE,None
POL000467,CUST002355,AGT00169,Auto,24-02-2026,16490,478210,Matured,Online,Assam,15,FALSE,FALSE,TRUE,FALSE,None
POL000468,CUST000008,AGT00022,Life,14-06-2024,129529,6346921,Active,Online,Chhattisgarh,15,FALSE,FALSE,TRUE,FALSE,None
POL000469,CUST003141,AGT00304,Health,01-10-2025,23722,355830,Cancelled,Broker,Madhya Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000470,CUST001715,AGT00093,Life,23-07-2022,63810,2233350,Active,Agent,Punjab,15,FALSE,FALSE,TRUE,TRUE,Fronting / Straw Policyholder
POL000471,CUST000575,AGT00176,Travel,14-11-2024,4214,92708,Cancelled,Bancassurance,Uttarakhand,15,FALSE,FALSE,TRUE,FALSE,None
POL000472,CUST003140,AGT00183,Life,14-08-2024,58546,1229466,Lapsed,Agent,Meghalaya,15,FALSE,FALSE,TRUE,FALSE,None
POL000473,CUST000912,AGT00209,Auto,26-04-2026,12895,709225,Active,Bancassurance,Mizoram,15,FALSE,FALSE,TRUE,FALSE,None
POL000474,CUST000518,AGT00311,Auto,10-03-2022,9406,545548,Matured,Broker,Telangana,15,FALSE,FALSE,TRUE,FALSE,None
POL000475,CUST003191,AGT00258,Property,31-05-2023,5132,277128,Active,Online,Uttarakhand,15,FALSE,FALSE,TRUE,FALSE,None
POL000476,CUST003103,AGT00250,Auto,24-02-2026,17318,935172,Active,Online,Odisha,15,FALSE,FALSE,TRUE,FALSE,None
POL000477,CUST001542,AGT00197,Auto,28-08-2022,11535,507540,Cancelled,Agent,Tripura,15,FALSE,FALSE,FALSE,TRUE,Fake Policy - No Premium Collected
POL000478,CUST000483,AGT00035,Auto,27-12-2022,8295,431340,Cancelled,Agent,Haryana,15,TRUE,FALSE,TRUE,FALSE,None
POL000479,CUST002255,AGT00151,Health,04-01-2026,46211,2264339,Active,Agent,Arunachal Pradesh,15,FALSE,TRUE,TRUE,TRUE,Backdated Policy Issuance
POL000480,CUST002717,AGT00367,Auto,20-11-2024,9154,146464,Active,Agent,Tripura,15,FALSE,FALSE,TRUE,FALSE,None
POL000481,CUST000579,AGT00378,Travel,11-07-2026,10912,240064,Cancelled,Online,Meghalaya,15,FALSE,FALSE,TRUE,FALSE,None
POL000482,CUST000387,AGT00277,Travel,08-12-2023,4399,228748,Active,Agent,Himachal Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000483,CUST000412,AGT00088,Travel,14-06-2026,6378,114804,Active,Broker,Maharashtra,15,FALSE,FALSE,FALSE,TRUE,Fake Policy - No Premium Collected
POL000484,CUST001866,AGT00038,Auto,21-11-2023,15072,768672,Lapsed,Agent,Jharkhand,15,FALSE,FALSE,TRUE,FALSE,None
POL000485,CUST001394,AGT00154,Travel,19-10-2023,8604,301140,Cancelled,Online,Telangana,15,FALSE,FALSE,TRUE,FALSE,None
POL000486,CUST001377,AGT00328,Travel,07-09-2025,11957,322839,Cancelled,Online,Karnataka,15,TRUE,FALSE,TRUE,TRUE,Free-Look Period Abuse
POL000487,CUST001968,AGT00272,Travel,10-12-2022,8731,200813,Lapsed,Agent,Uttarakhand,15,FALSE,FALSE,TRUE,FALSE,None
POL000488,CUST001360,AGT00338,Life,20-06-2023,65423,3859957,Lapsed,Agent,Chhattisgarh,15,FALSE,FALSE,TRUE,FALSE,None
POL000489,CUST002939,AGT00231,Life,21-12-2022,98947,4254721,Active,Agent,Arunachal Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000490,CUST000906,AGT00049,Auto,03-02-2026,12979,713845,Active,Broker,Karnataka,15,FALSE,FALSE,TRUE,FALSE,None
POL000491,CUST001313,AGT00043,Property,16-07-2024,26516,1007608,Lapsed,Online,Tamil Nadu,15,FALSE,FALSE,TRUE,FALSE,None
POL000492,CUST000963,AGT00014,Auto,09-09-2024,17227,516810,Matured,Agent,Odisha,15,FALSE,FALSE,TRUE,FALSE,None
POL000493,CUST000965,AGT00212,Auto,15-04-2022,6672,173472,Lapsed,Broker,Punjab,15,FALSE,FALSE,TRUE,FALSE,None
POL000494,CUST002188,AGT00094,Travel,07-09-2025,12859,205744,Active,Agent,Maharashtra,15,FALSE,FALSE,TRUE,FALSE,None
POL000495,CUST001977,AGT00278,Health,15-05-2026,55054,1816782,Active,Online,West Bengal,15,FALSE,TRUE,TRUE,TRUE,Backdated Policy Issuance
POL000496,CUST002348,AGT00257,Auto,19-08-2024,6479,285076,Active,Agent,Andhra Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000497,CUST001037,AGT00122,Travel,11-06-2023,2312,69360,Lapsed,Online,Himachal Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000498,CUST000664,AGT00070,Travel,19-05-2023,11056,420128,Lapsed,Bancassurance,Tamil Nadu,15,FALSE,FALSE,TRUE,FALSE,None
POL000499,CUST000825,AGT00038,Auto,13-01-2025,5159,139293,Active,Broker,Gujarat,15,FALSE,FALSE,TRUE,FALSE,None
POL000500,CUST001888,AGT00280,Property,19-07-2024,8708,165452,Active,Agent,Tripura,15,FALSE,FALSE,TRUE,FALSE,None
POL000501,CUST002448,AGT00172,Health,10-12-2023,6017,222629,Matured,Agent,Nagaland,15,FALSE,FALSE,TRUE,FALSE,None
POL000502,CUST000992,AGT00124,Health,23-08-2022,10279,534508,Lapsed,Broker,Uttar Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000503,CUST001133,AGT00328,Auto,10-07-2025,5112,230040,Active,Agent,Meghalaya,15,FALSE,FALSE,TRUE,FALSE,None
POL000504,CUST002197,AGT00223,Auto,26-10-2024,15752,488312,Active,Agent,Nagaland,15,FALSE,FALSE,TRUE,FALSE,None
POL000505,CUST001740,AGT00195,Auto,09-05-2023,17593,299081,Matured,Online,Meghalaya,15,FALSE,FALSE,TRUE,FALSE,None
POL000506,CUST002355,AGT00283,Auto,05-08-2025,18339,733560,Cancelled,Agent,Karnataka,15,FALSE,FALSE,TRUE,FALSE,None
POL000507,CUST001084,AGT00311,Travel,13-05-2026,1997,53919,Active,Agent,Rajasthan,15,FALSE,FALSE,TRUE,FALSE,None
POL000508,CUST000435,AGT00257,Life,27-05-2024,122132,7083656,Active,Bancassurance,Haryana,15,FALSE,FALSE,FALSE,TRUE,Fake Policy - No Premium Collected
POL000509,CUST000021,AGT00167,Property,27-04-2026,29041,1510132,Active,Agent,Karnataka,15,FALSE,FALSE,TRUE,FALSE,None
POL000510,CUST002923,AGT00144,Life,05-10-2025,134530,4843080,Active,Agent,Manipur,15,FALSE,FALSE,FALSE,TRUE,Fake Policy - No Premium Collected
POL000511,CUST002430,AGT00296,Auto,08-05-2025,19167,670845,Active,Online,Tamil Nadu,15,FALSE,FALSE,TRUE,FALSE,None
POL000512,CUST002293,AGT00195,Travel,24-08-2024,10275,441825,Cancelled,Broker,Meghalaya,15,TRUE,FALSE,TRUE,TRUE,Free-Look Period Abuse
POL000513,CUST001926,AGT00264,Property,23-08-2024,28320,1670880,Active,Agent,Mizoram,15,FALSE,FALSE,TRUE,FALSE,None
POL000514,CUST003145,AGT00340,Auto,21-08-2024,11075,586975,Lapsed,Online,Nagaland,15,FALSE,FALSE,FALSE,TRUE,Fake Policy - No Premium Collected
POL000515,CUST001473,AGT00350,Auto,15-06-2024,20960,398240,Active,Broker,West Bengal,15,FALSE,FALSE,TRUE,FALSE,None
POL000516,CUST001100,AGT00108,Life,20-09-2025,135422,3791816,Active,Agent,Telangana,15,FALSE,FALSE,TRUE,FALSE,None
POL000517,CUST002746,AGT00073,Life,19-06-2026,37046,1185472,Active,Agent,Telangana,15,FALSE,FALSE,TRUE,FALSE,None
POL000518,CUST002638,AGT00102,Property,05-08-2022,30050,540900,Active,Agent,Assam,15,FALSE,FALSE,TRUE,FALSE,None
POL000519,CUST000390,AGT00287,Auto,15-09-2023,12327,579369,Active,Online,Bihar,15,FALSE,FALSE,TRUE,FALSE,None
POL000520,CUST002616,AGT00141,Auto,19-12-2022,13540,717620,Active,Broker,Maharashtra,15,FALSE,FALSE,TRUE,FALSE,None
POL000521,CUST001355,AGT00068,Health,23-11-2023,49067,1668278,Cancelled,Agent,Tamil Nadu,15,FALSE,FALSE,TRUE,FALSE,None
POL000522,CUST002307,AGT00036,Life,06-11-2023,96713,2611251,Lapsed,Broker,Assam,15,FALSE,FALSE,TRUE,FALSE,None
POL000523,CUST000426,AGT00125,Auto,23-09-2023,14720,736000,Cancelled,Broker,Madhya Pradesh,15,FALSE,TRUE,TRUE,TRUE,Backdated Policy Issuance
POL000524,CUST001726,AGT00052,Health,21-11-2022,15897,937923,Lapsed,Agent,Chhattisgarh,15,FALSE,FALSE,TRUE,FALSE,None
POL000525,CUST001030,AGT00060,Health,19-06-2024,31639,569502,Lapsed,Online,Tripura,15,FALSE,FALSE,TRUE,FALSE,None
POL000526,CUST000006,AGT00256,Life,05-06-2025,85185,4174065,Active,Agent,Andhra Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000527,CUST000191,AGT00006,Auto,14-03-2025,23812,523864,Matured,Bancassurance,Goa,15,FALSE,FALSE,TRUE,FALSE,None
POL000528,CUST000148,AGT00043,Health,04-11-2022,34224,1848096,Active,Online,Mizoram,15,FALSE,FALSE,TRUE,FALSE,None
POL000529,CUST000405,AGT00323,Property,16-10-2023,25657,1282850,Active,Online,Telangana,15,FALSE,FALSE,TRUE,TRUE,Fronting / Straw Policyholder
POL000530,CUST000258,AGT00324,Travel,16-07-2026,12959,259180,Active,Online,Bihar,15,FALSE,FALSE,TRUE,FALSE,None
POL000531,CUST002778,AGT00125,Auto,12-10-2022,5108,183888,Matured,Online,Goa,15,FALSE,FALSE,TRUE,FALSE,None
POL000532,CUST002138,AGT00031,Auto,27-01-2023,6947,138940,Matured,Broker,Gujarat,15,FALSE,FALSE,TRUE,FALSE,None
POL000533,CUST000824,AGT00264,Travel,26-12-2022,4083,228648,Lapsed,Online,Manipur,15,FALSE,FALSE,TRUE,FALSE,None
POL000534,CUST000010,AGT00138,Health,08-02-2024,22875,1143750,Active,Bancassurance,West Bengal,15,FALSE,FALSE,TRUE,FALSE,None
POL000535,CUST001111,AGT00012,Life,07-03-2024,93469,2149787,Active,Online,Bihar,15,FALSE,FALSE,TRUE,FALSE,None
POL000536,CUST000838,AGT00061,Life,20-07-2024,86930,2607900,Matured,Agent,Arunachal Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000537,CUST000988,AGT00053,Auto,14-06-2022,5263,278939,Lapsed,Bancassurance,Maharashtra,15,FALSE,FALSE,TRUE,FALSE,None
POL000538,CUST000625,AGT00222,Life,03-01-2024,28519,1482988,Matured,Online,Meghalaya,15,FALSE,FALSE,TRUE,FALSE,None
POL000539,CUST000030,AGT00341,Life,04-08-2023,15983,751201,Active,Online,Goa,15,FALSE,FALSE,TRUE,TRUE,Fronting / Straw Policyholder
POL000540,CUST002176,AGT00303,Health,31-03-2024,20535,657120,Cancelled,Bancassurance,Rajasthan,15,TRUE,FALSE,TRUE,FALSE,None
POL000541,CUST003150,AGT00204,Auto,01-06-2025,19806,514956,Cancelled,Agent,Uttar Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000542,CUST002469,AGT00158,Travel,04-05-2022,14316,586956,Active,Agent,Mizoram,15,FALSE,FALSE,TRUE,FALSE,None
POL000543,CUST001079,AGT00233,Health,10-12-2022,30489,457335,Matured,Agent,Meghalaya,15,FALSE,FALSE,TRUE,FALSE,None
POL000544,CUST002353,AGT00168,Life,08-06-2023,117883,3418607,Active,Online,Chhattisgarh,15,FALSE,FALSE,TRUE,FALSE,None
POL000545,CUST000546,AGT00095,Property,11-12-2024,23494,963254,Matured,Broker,Telangana,15,FALSE,FALSE,TRUE,FALSE,None
POL000546,CUST001129,AGT00254,Health,09-05-2022,39833,1194990,Active,Bancassurance,West Bengal,15,FALSE,FALSE,TRUE,TRUE,Fronting / Straw Policyholder
POL000547,CUST001196,AGT00333,Property,04-03-2025,39402,1379070,Lapsed,Agent,Nagaland,15,FALSE,FALSE,TRUE,FALSE,None
POL000548,CUST001523,AGT00142,Travel,19-10-2023,1482,22230,Active,Broker,Maharashtra,15,FALSE,FALSE,TRUE,FALSE,None
POL000549,CUST002070,AGT00322,Health,24-02-2025,18346,788878,Active,Bancassurance,Madhya Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000550,CUST002439,AGT00162,Health,08-01-2024,53005,901085,Active,Online,Andhra Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000551,CUST000617,AGT00151,Travel,27-07-2024,8437,219362,Matured,Agent,Jharkhand,15,FALSE,FALSE,TRUE,FALSE,None
POL000552,CUST000149,AGT00008,Auto,12-03-2022,5712,239904,Lapsed,Online,Bihar,15,FALSE,FALSE,TRUE,FALSE,None
POL000553,CUST001812,AGT00260,Auto,30-09-2022,20091,1064823,Active,Bancassurance,Maharashtra,15,FALSE,TRUE,TRUE,TRUE,Backdated Policy Issuance
POL000554,CUST002347,AGT00309,Travel,25-04-2025,11713,597363,Matured,Bancassurance,Jharkhand,15,FALSE,FALSE,TRUE,FALSE,None
POL000555,CUST000172,AGT00250,Property,23-10-2024,32295,1453275,Active,Online,Telangana,15,FALSE,FALSE,FALSE,TRUE,Fake Policy - No Premium Collected
POL000556,CUST000047,AGT00057,Travel,01-08-2025,12901,580545,Active,Broker,Sikkim,15,FALSE,FALSE,TRUE,FALSE,None
POL000557,CUST000626,AGT00038,Auto,22-01-2022,19867,933749,Active,Agent,Himachal Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000558,CUST001811,AGT00215,Auto,15-06-2022,17719,832793,Cancelled,Agent,Mizoram,15,FALSE,FALSE,FALSE,TRUE,Fake Policy - No Premium Collected
