claim_id,policy_id,customer_id,agent_id,claim_type,incident_date,claim_date,days_policy_to_incident,claim_amount,approved_amount,claim_status,num_claims_filed_by_customer,police_report_filed,witness_count,documents_altered_flag,fraud_flag,fraud_type
CLM000333,POL000333,CUST002719,AGT00029,Death Claim,22-05-2025,26-05-2025,498,338485,241254,Approved,2,TRUE,0,FALSE,FALSE,None
CLM000334,POL000488,CUST001360,AGT00338,Death Claim,20-08-2023,08-09-2023,61,798071,712057,Approved,3,TRUE,0,FALSE,FALSE,None
CLM000335,POL000460,CUST001005,AGT00326,Hospitalization,08-05-2029,12-05-2029,1299,402348,355934,Partially Approved,1,FALSE,0,FALSE,FALSE,None
CLM000336,POL000377,CUST001244,AGT00108,Death Claim,03-08-2026,01-09-2026,15,1574898,1200759,Approved,5,TRUE,2,FALSE,FALSE,None
CLM000337,POL000681,CUST002651,AGT00111,Vehicle Damage/Accident,29-08-2024,11-09-2024,151,380837,54931,Under Investigation,4,FALSE,0,FALSE,TRUE,Staged Accident
CLM000338,POL000817,CUST000283,AGT00034,Hospitalization,08-09-2024,01-10-2024,130,25765,19108,Approved,1,TRUE,3,FALSE,FALSE,None
CLM000339,POL000878,CUST001841,AGT00111,Vehicle Damage/Accident,01-10-2025,18-10-2025,53,155110,45794,Rejected,2,TRUE,0,TRUE,TRUE,Fake Supporting Documents
CLM000340,POL000135,CUST003090,AGT00128,Death Claim,23-03-2027,19-04-2027,534,732422,231938,Under Investigation,2,FALSE,1,FALSE,TRUE,Multiple/Duplicate Claims
CLM000341,POL000804,CUST002026,AGT00326,Vehicle Damage/Accident,18-11-2025,29-11-2025,173,101751,97347,Partially Approved,3,TRUE,1,FALSE,FALSE,None
CLM000342,POL000605,CUST003080,AGT00098,Vehicle Damage/Accident,22-10-2023,24-10-2023,47,513790,369495,Approved,2,TRUE,3,FALSE,FALSE,None
CLM000343,POL000733,CUST000275,AGT00300,Death Claim,08-08-2023,03-09-2023,87,235798,185521,Approved,3,TRUE,0,FALSE,FALSE,None
CLM000344,POL000410,CUST001505,AGT00281,Death Claim,13-04-2023,18-04-2023,229,6766584,6541898,Approved,2,FALSE,2,FALSE,FALSE,None
CLM000345,POL000155,CUST002904,AGT00187,Vehicle Damage/Accident,28-01-2024,22-02-2024,63,271911,209642,Approved,2,FALSE,2,FALSE,FALSE,None
CLM000346,POL000280,CUST000534,AGT00127,Hospitalization,03-06-2024,16-06-2024,381,464179,463617,Approved,1,FALSE,2,FALSE,FALSE,None
CLM000347,POL000479,CUST002255,AGT00151,Hospitalization,05-02-2026,27-02-2026,32,1982789,1540730,Approved,7,FALSE,2,FALSE,FALSE,None
CLM000348,POL000199,CUST003102,AGT00227,Hospitalization,29-06-2025,02-07-2025,55,215755,198868,Approved,1,TRUE,0,FALSE,FALSE,None
CLM000349,POL000849,CUST000317,AGT00010,Death Claim,15-08-2026,03-09-2026,28,1218849,243313,Rejected,2,FALSE,3,FALSE,TRUE,Multiple/Duplicate Claims
CLM000350,POL000753,CUST000759,AGT00194,Fire/Theft/Damage,24-06-2026,23-07-2026,19,181225,37645,Rejected,2,FALSE,2,FALSE,TRUE,Early Claim Fraud
CLM000351,POL000417,CUST002631,AGT00164,Hospitalization,20-09-2025,13-10-2025,64,397227,308465,Approved,3,FALSE,0,FALSE,FALSE,None
CLM000352,POL000098,CUST001060,AGT00308,Vehicle Damage/Accident,01-05-2029,20-05-2029,1278,109043,27333,Rejected,2,TRUE,0,FALSE,TRUE,Exaggerated Claim Amount
CLM000353,POL000250,CUST001248,AGT00155,Death Claim,23-02-2024,10-03-2024,17,139105,111439,Approved,3,FALSE,0,FALSE,FALSE,None
CLM000354,POL000914,CUST002346,AGT00077,Fire/Theft/Damage,15-09-2022,01-10-2022,43,980688,29116,Partially Approved,3,TRUE,0,FALSE,TRUE,Multiple/Duplicate Claims
CLM000355,POL000105,CUST000985,AGT00077,Hospitalization,01-04-2024,27-04-2024,57,405623,308946,Partially Approved,2,TRUE,0,FALSE,FALSE,None
CLM000356,POL000773,CUST002471,AGT00183,Hospitalization,20-03-2026,23-03-2026,173,1242027,439624,Under Investigation,1,FALSE,1,TRUE,TRUE,Fake Supporting Documents
CLM000357,POL000641,CUST000031,AGT00253,Death Claim,27-08-2024,22-09-2024,246,491550,419623,Approved,3,FALSE,0,FALSE,FALSE,None
CLM000358,POL000327,CUST001628,AGT00161,Fire/Theft/Damage,07-09-2025,05-10-2025,250,658771,542718,Approved,6,FALSE,0,FALSE,FALSE,None
CLM000359,POL000890,CUST000623,AGT00176,Trip Cancellation/Medical,20-02-2026,15-03-2026,1,36873,4164,Partially Approved,2,FALSE,0,FALSE,TRUE,Early Claim Fraud
CLM000360,POL000482,CUST000387,AGT00277,Trip Cancellation/Medical,14-06-2024,09-07-2024,189,23674,19849,Approved,6,FALSE,1,FALSE,FALSE,None
CLM000361,POL000771,CUST002202,AGT00349,Vehicle Damage/Accident,08-05-2025,17-05-2025,179,287302,260832,Approved,3,TRUE,1,FALSE,FALSE,None
CLM000362,POL000804,CUST002026,AGT00326,Vehicle Damage/Accident,07-10-2025,26-10-2025,131,133837,132427,Partially Approved,3,FALSE,3,FALSE,FALSE,None
CLM000363,POL000931,CUST000790,AGT00149,Death Claim,27-11-2022,21-12-2022,85,1597330,1496468,Approved,3,FALSE,3,FALSE,FALSE,None
CLM000364,POL000947,CUST002813,AGT00365,Fire/Theft/Damage,22-11-2023,23-11-2023,287,177583,132910,Approved,2,FALSE,0,FALSE,FALSE,None
CLM000365,POL000377,CUST001244,AGT00108,Death Claim,02-10-2026,16-10-2026,75,2091730,1635336,Approved,5,FALSE,2,FALSE,FALSE,None
CLM000366,POL000652,CUST001362,AGT00250,Hospitalization,27-09-2024,25-10-2024,47,161030,25337,Partially Approved,8,TRUE,0,FALSE,TRUE,Exaggerated Claim Amount
CLM000367,POL000015,CUST001271,AGT00036,Trip Cancellation/Medical,04-11-2022,28-11-2022,66,119742,6517,Under Investigation,1,TRUE,3,FALSE,TRUE,Multiple/Duplicate Claims
CLM000368,POL000900,CUST001635,AGT00023,Vehicle Damage/Accident,04-10-2022,15-10-2022,104,193802,150236,Approved,1,TRUE,2,FALSE,FALSE,None
CLM000369,POL000696,CUST003139,AGT00115,Hospitalization,19-06-2025,07-07-2025,43,75474,57349,Approved,4,FALSE,2,FALSE,FALSE,None
CLM000370,POL000481,CUST000579,AGT00378,Trip Cancellation/Medical,26-12-2026,15-01-2027,168,198808,5101,Rejected,1,FALSE,3,FALSE,TRUE,Exaggerated Claim Amount
CLM000371,POL000016,CUST001890,AGT00043,Hospitalization,25-12-2024,01-01-2025,388,407562,144477,Under Investigation,1,FALSE,0,TRUE,TRUE,Fake Supporting Documents
CLM000372,POL000733,CUST000275,AGT00300,Death Claim,22-10-2023,28-10-2023,162,584066,461531,Partially Approved,3,TRUE,3,FALSE,FALSE,None
CLM000373,POL000902,CUST001185,AGT00217,Vehicle Damage/Accident,28-02-2026,12-03-2026,106,147991,109169,Approved,2,TRUE,2,FALSE,FALSE,None
CLM000374,POL000575,CUST000086,AGT00202,Vehicle Damage/Accident,17-04-2025,12-05-2025,286,404511,76696,Rejected,3,FALSE,1,FALSE,TRUE,Staged Accident
CLM000375,POL000753,CUST000759,AGT00194,Fire/Theft/Damage,08-02-2027,04-03-2027,248,149149,135207,Partially Approved,2,FALSE,0,FALSE,FALSE,None
CLM000376,POL000485,CUST001394,AGT00154,Trip Cancellation/Medical,09-01-2024,11-01-2024,82,46183,35603,Partially Approved,2,FALSE,3,FALSE,FALSE,None
CLM000377,POL000279,CUST002897,AGT00250,Vehicle Damage/Accident,18-07-2022,31-07-2022,166,634083,476546,Approved,1,TRUE,3,FALSE,FALSE,None
CLM000378,POL000333,CUST002719,AGT00029,Death Claim,01-09-2024,21-09-2024,235,463193,333641,Approved,2,FALSE,3,FALSE,FALSE,None
CLM000379,POL000940,CUST002559,AGT00188,Hospitalization,01-10-2023,02-10-2023,50,479549,407612,Approved,3,FALSE,1,FALSE,FALSE,None
CLM000380,POL000257,CUST003018,AGT00077,Death Claim,06-10-2022,29-10-2022,82,961706,916116,Partially Approved,1,FALSE,1,FALSE,FALSE,None
CLM000381,POL000185,CUST001305,AGT00321,Vehicle Damage/Accident,10-06-2024,25-06-2024,20,889278,638239,Approved,1,TRUE,0,FALSE,FALSE,None
CLM000382,POL000588,CUST003082,AGT00087,Fire/Theft/Damage,20-12-2027,09-01-2028,791,38239,2044,Rejected,3,TRUE,0,FALSE,TRUE,Staged Accident
CLM000383,POL000027,CUST000281,AGT00108,Death Claim,29-08-2025,06-09-2025,16,1548998,1386640,Approved,3,FALSE,0,FALSE,FALSE,None
CLM000384,POL000025,CUST001931,AGT00315,Vehicle Damage/Accident,11-01-2026,29-01-2026,33,267088,234433,Approved,1,TRUE,3,FALSE,FALSE,None
CLM000385,POL000854,CUST001882,AGT00362,Hospitalization,06-05-2024,21-05-2024,117,199978,192636,Approved,2,FALSE,1,FALSE,FALSE,None
CLM000386,POL000062,CUST000942,AGT00097,Trip Cancellation/Medical,08-12-2026,16-12-2026,360,60509,58083,Approved,2,FALSE,0,FALSE,FALSE,None
CLM000387,POL000994,CUST001546,AGT00257,Hospitalization,06-11-2022,08-11-2022,79,291751,22885,Partially Approved,1,FALSE,1,FALSE,TRUE,Exaggerated Claim Amount
CLM000388,POL000658,CUST000365,AGT00134,Hospitalization,13-02-2025,24-02-2025,263,2452655,471187,Rejected,2,TRUE,2,FALSE,TRUE,Exaggerated Claim Amount
CLM000389,POL000233,CUST002414,AGT00174,Trip Cancellation/Medical,17-06-2024,25-06-2024,202,80544,72590,Approved,2,FALSE,0,FALSE,FALSE,None
CLM000390,POL000464,CUST000814,AGT00243,Death Claim,16-01-2024,14-02-2024,183,5119155,1908702,Under Investigation,4,FALSE,1,FALSE,TRUE,Exaggerated Claim Amount
CLM000391,POL000349,CUST000487,AGT00005,Hospitalization,10-05-2024,23-05-2024,335,552099,37415,Under Investigation,2,FALSE,0,FALSE,TRUE,Multiple/Duplicate Claims
CLM000392,POL000286,CUST000762,AGT00005,Death Claim,11-01-2022,12-01-2022,2,2734398,563774,Rejected,1,FALSE,1,FALSE,TRUE,Early Claim Fraud
CLM000393,POL000414,CUST002082,AGT00102,Death Claim,11-06-2026,10-07-2026,476,1351441,85276,Under Investigation,3,FALSE,1,TRUE,TRUE,Fake Supporting Documents
CLM000394,POL000596,CUST002249,AGT00265,Vehicle Damage/Accident,06-06-2027,24-06-2027,318,81043,75295,Approved,1,TRUE,3,FALSE,FALSE,None
CLM000395,POL000687,CUST002349,AGT00356,Hospitalization,05-08-2027,10-08-2027,500,868816,731058,Approved,2,FALSE,2,FALSE,FALSE,None
CLM000396,POL000406,CUST001919,AGT00302,Vehicle Damage/Accident,16-05-2024,17-05-2024,284,116799,100936,Approved,5,TRUE,0,FALSE,FALSE,None
CLM000397,POL000381,CUST002560,AGT00197,Hospitalization,02-04-2026,14-04-2026,379,657609,580467,Approved,1,TRUE,1,FALSE,FALSE,None
CLM000398,POL000170,CUST001652,AGT00290,Hospitalization,28-12-2023,02-01-2024,40,1322101,966439,Approved,3,TRUE,0,FALSE,FALSE,None
CLM000399,POL000290,CUST001956,AGT00105,Hospitalization,29-08-2026,19-09-2026,69,90091,86198,Approved,3,FALSE,1,FALSE,FALSE,None
CLM000400,POL000959,CUST003181,AGT00206,Hospitalization,02-11-2024,18-11-2024,68,916701,879061,Approved,1,FALSE,2,FALSE,FALSE,None
CLM000401,POL000516,CUST001100,AGT00108,Death Claim,10-10-2025,02-11-2025,20,1048528,881258,Approved,1,FALSE,1,FALSE,FALSE,None
CLM000402,POL000287,CUST001006,AGT00201,Trip Cancellation/Medical,19-05-2025,06-06-2025,235,78590,69792,Approved,4,FALSE,1,FALSE,FALSE,None
CLM000403,POL000307,CUST002234,AGT00152,Fire/Theft/Damage,03-11-2024,05-11-2024,26,157082,4215,Partially Approved,1,FALSE,0,TRUE,TRUE,Fake Supporting Documents
CLM000404,POL000562,CUST002973,AGT00273,Hospitalization,22-05-2023,06-06-2023,9,1847898,1398704,Approved,2,FALSE,2,FALSE,FALSE,None
CLM000405,POL000782,CUST002261,AGT00357,Vehicle Damage/Accident,19-05-2024,16-06-2024,268,373831,274308,Approved,1,TRUE,1,FALSE,FALSE,None
CLM000406,POL000008,CUST001797,AGT00049,Vehicle Damage/Accident,27-05-2024,18-06-2024,423,78115,55164,Approved,10,TRUE,0,FALSE,FALSE,None
CLM000407,POL000357,CUST001239,AGT00371,Hospitalization,23-05-2026,03-06-2026,260,84989,82767,Approved,2,FALSE,1,FALSE,FALSE,None
CLM000408,POL000581,CUST001487,AGT00048,Trip Cancellation/Medical,31-01-2024,29-02-2024,314,162604,130687,Approved,2,FALSE,0,FALSE,FALSE,None
CLM000409,POL000904,CUST001968,AGT00248,Fire/Theft/Damage,29-10-2026,08-11-2026,162,284179,206242,Approved,1,TRUE,2,FALSE,FALSE,None
CLM000410,POL000139,CUST001172,AGT00013,Vehicle Damage/Accident,07-04-2024,10-04-2024,393,617657,5954,Under Investigation,1,TRUE,3,TRUE,TRUE,Fake Supporting Documents
CLM000411,POL000511,CUST002430,AGT00296,Vehicle Damage/Accident,08-09-2025,21-09-2025,123,584424,422355,Approved,1,TRUE,2,FALSE,FALSE,None
CLM000412,POL000248,CUST003006,AGT00377,Fire/Theft/Damage,06-09-2024,19-09-2024,801,1080144,783725,Partially Approved,3,TRUE,0,FALSE,FALSE,None
CLM000413,POL000541,CUST003150,AGT00204,Vehicle Damage/Accident,20-06-2025,14-07-2025,19,287941,243789,Approved,3,TRUE,2,FALSE,FALSE,None
CLM000414,POL000183,CUST001678,AGT00048,Fire/Theft/Damage,09-09-2024,12-09-2024,298,146695,125079,Approved,7,FALSE,0,FALSE,FALSE,None
CLM000415,POL000725,CUST000507,AGT00257,Fire/Theft/Damage,15-02-2026,25-02-2026,184,47493,13986,Rejected,2,TRUE,0,FALSE,TRUE,Multiple/Duplicate Claims
CLM000416,POL000423,CUST002405,AGT00370,Vehicle Damage/Accident,09-02-2023,13-02-2023,156,118032,16880,Partially Approved,2,TRUE,2,FALSE,TRUE,Multiple/Duplicate Claims
CLM000417,POL000397,CUST000321,AGT00221,Vehicle Damage/Accident,08-12-2026,22-12-2026,232,153407,138139,Approved,1,TRUE,3,FALSE,FALSE,None
CLM000418,POL000832,CUST000704,AGT00214,Trip Cancellation/Medical,07-02-2024,07-03-2024,330,558841,463781,Approved,5,TRUE,2,FALSE,FALSE,None
CLM000419,POL000305,CUST002847,AGT00049,Hospitalization,15-06-2026,08-07-2026,357,483970,432214,Approved,2,FALSE,0,FALSE,FALSE,None
CLM000420,POL000019,CUST001360,AGT00238,Hospitalization,10-04-2022,27-04-2022,34,77745,19236,Under Investigation,3,TRUE,3,FALSE,TRUE,Exaggerated Claim Amount
CLM000421,POL000383,CUST001492,AGT00269,Hospitalization,10-01-2025,11-01-2025,39,394362,328263,Approved,3,FALSE,0,FALSE,FALSE,None
CLM000422,POL000963,CUST001144,AGT00336,Vehicle Damage/Accident,04-08-2023,29-08-2023,2,611445,500160,Approved,3,TRUE,3,FALSE,FALSE,None
CLM000423,POL000226,CUST001926,AGT00144,Vehicle Damage/Accident,07-11-2022,22-11-2022,25,75140,8079,Partially Approved,3,TRUE,2,FALSE,TRUE,Exaggerated Claim Amount
CLM000424,POL000230,CUST001572,AGT00161,Death Claim,11-12-2023,08-01-2024,55,204006,157405,Approved,2,TRUE,2,FALSE,FALSE,None
CLM000425,POL000851,CUST001169,AGT00338,Hospitalization,16-01-2027,07-02-2027,229,1473625,1066223,Partially Approved,3,FALSE,0,FALSE,FALSE,None
CLM000426,POL000608,CUST002259,AGT00367,Hospitalization,27-11-2022,18-12-2022,116,975334,830763,Approved,3,TRUE,3,FALSE,FALSE,None
CLM000427,POL000495,CUST001977,AGT00278,Hospitalization,25-01-2027,27-01-2027,255,654137,563333,Approved,4,FALSE,0,FALSE,FALSE,None
CLM000428,POL000484,CUST001866,AGT00038,Vehicle Damage/Accident,19-03-2024,06-04-2024,119,264983,212210,Partially Approved,4,FALSE,3,FALSE,FALSE,None
CLM000429,POL000627,CUST001227,AGT00197,Vehicle Damage/Accident,25-09-2025,02-10-2025,145,90106,279,Under Investigation,1,TRUE,0,FALSE,TRUE,Staged Accident
CLM000430,POL000359,CUST002692,AGT00268,Death Claim,28-05-2023,19-06-2023,21,2283590,1980074,Approved,2,FALSE,2,FALSE,FALSE,None
CLM000431,POL000692,CUST000214,AGT00287,Death Claim,23-04-2024,21-05-2024,269,3646692,3525268,Approved,2,FALSE,1,FALSE,FALSE,None
CLM000432,POL000373,CUST002771,AGT00253,Hospitalization,18-09-2023,01-10-2023,255,878646,765323,Approved,4,FALSE,0,FALSE,FALSE,None
CLM000433,POL000078,CUST002262,AGT00194,Hospitalization,01-05-2024,25-05-2024,66,198447,150219,Approved,2,FALSE,1,FALSE,FALSE,None
CLM000434,POL000327,CUST001628,AGT00161,Fire/Theft/Damage,12-03-2025,15-03-2025,71,202649,201106,Approved,6,TRUE,2,FALSE,FALSE,None
CLM000435,POL000276,CUST000540,AGT00178,Death Claim,18-07-2026,21-07-2026,44,2034855,1964857,Partially Approved,1,FALSE,1,FALSE,FALSE,None
CLM000436,POL000352,CUST000541,AGT00011,Death Claim,22-05-2026,04-06-2026,302,706455,196565,Partially Approved,1,FALSE,3,FALSE,TRUE,Staged Accident
CLM000437,POL000878,CUST001841,AGT00111,Vehicle Damage/Accident,13-04-2026,04-05-2026,247,77733,60081,Approved,2,FALSE,1,FALSE,FALSE,None
CLM000438,POL000182,CUST002487,AGT00358,Trip Cancellation/Medical,11-09-2022,07-10-2022,169,31262,23971,Approved,1,FALSE,0,FALSE,FALSE,None
CLM000439,POL000505,CUST001740,AGT00195,Vehicle Damage/Accident,27-06-2023,01-07-2023,49,16909,1104,Partially Approved,2,TRUE,1,TRUE,TRUE,Fake Supporting Documents
CLM000440,POL000607,CUST001416,AGT00008,Hospitalization,30-12-2023,15-01-2024,33,762843,37244,Under Investigation,3,FALSE,3,FALSE,TRUE,Multiple/Duplicate Claims
CLM000441,POL000598,CUST000915,AGT00309,Trip Cancellation/Medical,23-11-2023,21-12-2023,9,20488,18263,Approved,4,FALSE,2,FALSE,FALSE,None
CLM000442,POL000389,CUST001144,AGT00208,Hospitalization,16-05-2022,24-05-2022,8,216552,193173,Approved,3,FALSE,3,FALSE,FALSE,None
CLM000443,POL000607,CUST001416,AGT00008,Hospitalization,03-01-2024,25-01-2024,37,1812136,1367684,Approved,3,TRUE,0,FALSE,FALSE,None
CLM000444,POL000335,CUST000335,AGT00195,Hospitalization,28-08-2025,05-09-2025,19,124410,113396,Approved,1,TRUE,3,FALSE,FALSE,None
CLM000445,POL000446,CUST000959,AGT00174,Trip Cancellation/Medical,15-07-2022,31-07-2022,146,485873,442932,Approved,7,TRUE,1,FALSE,FALSE,None
CLM000446,POL000509,CUST000021,AGT00167,Fire/Theft/Damage,15-07-2026,07-08-2026,79,979894,788823,Approved,1,TRUE,1,FALSE,FALSE,None
CLM000447,POL000657,CUST000663,AGT00207,Trip Cancellation/Medical,05-01-2024,07-01-2024,105,27217,22998,Approved,1,TRUE,3,FALSE,FALSE,None
CLM000448,POL000248,CUST003006,AGT00377,Fire/Theft/Damage,07-12-2022,16-12-2022,162,937999,890938,Approved,3,FALSE,1,FALSE,FALSE,None
CLM000449,POL000693,CUST001618,AGT00159,Death Claim,26-05-2026,22-06-2026,193,395058,338543,Partially Approved,3,FALSE,1,FALSE,FALSE,None
CLM000450,POL000293,CUST000954,AGT00195,Fire/Theft/Damage,06-07-2026,19-07-2026,188,790718,700138,Approved,2,FALSE,0,FALSE,FALSE,None
CLM000451,POL000531,CUST002778,AGT00125,Vehicle Damage/Accident,05-12-2022,27-12-2022,54,31501,25951,Approved,1,TRUE,0,FALSE,FALSE,None
CLM000452,POL000138,CUST000294,AGT00029,Fire/Theft/Damage,06-04-2025,03-05-2025,298,446822,332828,Approved,1,TRUE,0,FALSE,FALSE,None
CLM000453,POL000556,CUST000047,AGT00057,Trip Cancellation/Medical,24-10-2026,20-11-2026,449,308621,308441,Approved,2,FALSE,2,FALSE,FALSE,None
CLM000454,POL000738,CUST002895,AGT00095,Vehicle Damage/Accident,10-03-2023,01-04-2023,68,28645,24619,Approved,3,TRUE,2,FALSE,FALSE,None
CLM000455,POL000945,CUST000095,AGT00367,Hospitalization,25-05-2026,06-06-2026,3,431493,345597,Partially Approved,3,FALSE,0,FALSE,FALSE,None
CLM000456,POL000345,CUST002746,AGT00194,Hospitalization,13-06-2027,15-06-2027,412,76547,69974,Approved,5,TRUE,3,FALSE,FALSE,None
CLM000457,POL000037,CUST003016,AGT00122,Trip Cancellation/Medical,20-04-2027,29-04-2027,462,75230,66672,Approved,2,FALSE,3,FALSE,FALSE,None
CLM000458,POL000314,CUST002056,AGT00354,Death Claim,01-10-2022,02-10-2022,9,333150,256483,Approved,1,TRUE,3,FALSE,FALSE,None
CLM000459,POL000220,CUST001152,AGT00007,Fire/Theft/Damage,28-03-2022,03-04-2022,0,131837,126969,Approved,2,TRUE,0,FALSE,FALSE,None
CLM000460,POL000640,CUST001605,AGT00008,Vehicle Damage/Accident,19-02-2023,15-03-2023,305,139583,100677,Approved,2,TRUE,2,FALSE,FALSE,None
CLM000461,POL000143,CUST000531,AGT00073,Trip Cancellation/Medical,23-09-2024,25-09-2024,64,306610,270340,Approved,3,FALSE,1,FALSE,FALSE,None
CLM000462,POL000404,CUST001797,AGT00335,Hospitalization,28-09-2024,01-10-2024,442,453026,382066,Approved,10,TRUE,3,FALSE,FALSE,None
CLM000463,POL000695,CUST002531,AGT00336,Trip Cancellation/Medical,25-11-2025,21-12-2025,43,178377,40666,Under Investigation,2,FALSE,0,FALSE,TRUE,Multiple/Duplicate Claims
CLM000464,POL000909,CUST001672,AGT00070,Death Claim,26-02-2025,13-03-2025,355,586869,556301,Partially Approved,3,FALSE,0,FALSE,FALSE,None
CLM000465,POL000404,CUST001797,AGT00335,Hospitalization,26-07-2023,21-08-2023,12,1061875,952377,Approved,10,FALSE,1,FALSE,FALSE,None
CLM000466,POL000555,CUST000172,AGT00250,Fire/Theft/Damage,16-12-2024,23-12-2024,54,696672,646407,Approved,2,TRUE,2,FALSE,FALSE,None
CLM000467,POL000479,CUST002255,AGT00151,Hospitalization,17-10-2027,30-10-2027,651,279327,230276,Approved,7,TRUE,2,FALSE,FALSE,None
CLM000468,POL000722,CUST001025,AGT00367,Vehicle Damage/Accident,17-11-2025,03-12-2025,47,416924,513,Under Investigation,3,FALSE,0,FALSE,TRUE,Staged Accident
CLM000469,POL000937,CUST001497,AGT00098,Death Claim,28-02-2022,13-03-2022,25,257121,206575,Approved,1,FALSE,1,FALSE,FALSE,None
CLM000470,POL000560,CUST000453,AGT00161,Death Claim,09-05-2025,05-06-2025,350,843303,724661,Approved,1,TRUE,2,FALSE,FALSE,None
CLM000471,POL000824,CUST000959,AGT00003,Fire/Theft/Damage,10-03-2025,22-03-2025,22,28411,27845,Partially Approved,7,FALSE,1,FALSE,FALSE,None
CLM000472,POL000220,CUST001152,AGT00007,Fire/Theft/Damage,15-04-2022,02-05-2022,18,139031,100791,Approved,2,TRUE,1,FALSE,FALSE,None
CLM000473,POL000367,CUST001081,AGT00252,Death Claim,08-06-2022,29-06-2022,70,497061,364168,Approved,3,TRUE,0,FALSE,FALSE,None
CLM000474,POL000196,CUST001807,AGT00311,Vehicle Damage/Accident,08-04-2023,19-04-2023,181,41331,12387,Under Investigation,3,TRUE,1,FALSE,TRUE,Multiple/Duplicate Claims
CLM000475,POL000984,CUST000401,AGT00045,Death Claim,19-01-2027,10-02-2027,223,2633122,2610522,Approved,1,TRUE,1,FALSE,FALSE,None
CLM000476,POL000684,CUST000743,AGT00369,Vehicle Damage/Accident,07-12-2025,02-01-2026,383,1335921,453128,Partially Approved,1,TRUE,1,FALSE,TRUE,Exaggerated Claim Amount
CLM000477,POL000749,CUST000144,AGT00320,Hospitalization,13-08-2023,20-08-2023,140,785453,663909,Approved,2,FALSE,3,FALSE,FALSE,None
CLM000478,POL000969,CUST002020,AGT00048,Vehicle Damage/Accident,04-10-2023,17-10-2023,89,371660,316586,Approved,2,TRUE,1,FALSE,FALSE,None
CLM000479,POL000687,CUST002349,AGT00356,Hospitalization,11-06-2026,21-06-2026,80,618988,481055,Approved,2,FALSE,1,FALSE,FALSE,None
CLM000480,POL000946,CUST000493,AGT00326,Vehicle Damage/Accident,16-01-2026,26-01-2026,337,496209,411763,Approved,5,TRUE,0,FALSE,FALSE,None
CLM000481,POL000032,CUST000608,AGT00088,Hospitalization,23-01-2026,05-02-2026,231,124283,103080,Partially Approved,1,FALSE,2,FALSE,FALSE,None
CLM000482,POL000736,CUST000951,AGT00151,Fire/Theft/Damage,11-11-2026,04-12-2026,424,216274,153733,Partially Approved,1,FALSE,2,FALSE,FALSE,None
CLM000483,POL000054,CUST001141,AGT00216,Vehicle Damage/Accident,19-10-2026,07-11-2026,598,218719,182837,Approved,2,TRUE,1,FALSE,FALSE,None
CLM000484,POL000423,CUST002405,AGT00370,Vehicle Damage/Accident,09-11-2022,02-12-2022,64,33373,8655,Under Investigation,2,TRUE,0,FALSE,TRUE,Staged Accident
CLM000485,POL000981,CUST002884,AGT00073,Hospitalization,27-01-2024,13-02-2024,135,91231,82083,Approved,2,TRUE,0,FALSE,FALSE,None
CLM000486,POL000698,CUST002181,AGT00059,Vehicle Damage/Accident,08-08-2026,04-09-2026,179,82291,70353,Approved,2,FALSE,1,FALSE,FALSE,None
CLM000487,POL000234,CUST001545,AGT00311,Hospitalization,07-02-2026,27-02-2026,32,470776,451241,Approved,1,FALSE,1,FALSE,FALSE,None
CLM000488,POL000829,CUST001393,AGT00002,Vehicle Damage/Accident,20-05-2026,27-05-2026,9,149344,121008,Approved,1,TRUE,2,FALSE,FALSE,None
CLM000489,POL000743,CUST001637,AGT00170,Vehicle Damage/Accident,29-09-2023,22-10-2023,364,287974,236978,Approved,1,FALSE,2,FALSE,FALSE,None
CLM000490,POL000110,CUST000210,AGT00087,Hospitalization,13-09-2025,17-09-2025,138,289851,252589,Approved,1,FALSE,2,FALSE,FALSE,None
CLM000491,POL000987,CUST001947,AGT00105,Hospitalization,24-05-2025,10-06-2025,152,1928953,1467579,Partially Approved,3,FALSE,1,FALSE,FALSE,None
CLM000492,POL000879,CUST001796,AGT00178,Hospitalization,07-08-2025,31-08-2025,145,220502,180381,Approved,2,TRUE,2,FALSE,FALSE,None
CLM000493,POL000100,CUST001299,AGT00140,Death Claim,04-11-2022,08-11-2022,253,268767,243462,Approved,2,FALSE,0,FALSE,FALSE,None
CLM000494,POL000712,CUST001478,AGT00010,Fire/Theft/Damage,13-06-2022,01-07-2022,28,74863,61652,Approved,3,FALSE,3,FALSE,FALSE,None
CLM000495,POL000211,CUST002278,AGT00328,Death Claim,17-03-2025,06-04-2025,171,4460290,1709306,Under Investigation,1,FALSE,3,TRUE,TRUE,Fake Supporting Documents
CLM000496,POL000733,CUST000275,AGT00300,Death Claim,04-09-2023,12-09-2023,114,537274,475267,Approved,3,FALSE,3,FALSE,FALSE,None
CLM000497,POL000403,CUST001569,AGT00094,Fire/Theft/Damage,26-07-2023,03-08-2023,409,102271,76307,Partially Approved,1,FALSE,0,FALSE,FALSE,None
CLM000498,POL000837,CUST001267,AGT00093,Death Claim,09-09-2023,30-09-2023,131,747381,632458,Approved,4,TRUE,3,FALSE,FALSE,None
CLM000499,POL000150,CUST000189,AGT00344,Vehicle Damage/Accident,04-12-2025,20-12-2025,515,375850,349327,Partially Approved,3,FALSE,1,FALSE,FALSE,None
