payment_id,policy_id,customer_id,agent_id,payment_date,payment_amount,payment_mode,payment_status,receipt_number,is_duplicate_receipt,premium_remitted_to_insurer,remittance_delay_days,fraud_flag,fraud_type
PAY000467,POL000691,CUST000869,AGT00133,2022-04-16,3684,UPI,Success,RCPT869044,False,True,0,False,None
PAY000468,POL000898,CUST000387,AGT00002,2026-02-25,11571,Cheque,Success,RCPT367451,False,True,2,False,None
PAY000469,POL000305,CUST002847,AGT00049,2025-06-26,34324,Cheque,Success,RCPT759576,False,True,2,False,None
PAY000470,POL000799,CUST001267,AGT00129,2025-01-02,33030,UPI,Success,RCPT560117,False,True,2,False,None
PAY000471,POL000752,CUST002416,AGT00149,2022-01-31,4181,Cheque,Success,RCPT991532,False,True,0,False,None
PAY000472,POL000245,CUST001355,AGT00008,2023-06-02,55496,Cheque,Success,RCPT554959,True,True,0,True,Fake Payment Receipt Submitted
PAY000473,POL000842,CUST002766,AGT00066,2025-02-12,9961,Card,Success,RCPT709726,False,True,2,False,None
PAY000474,POL000629,CUST000690,AGT00275,2022-10-01,37754,Card,Success,RCPT210283,False,True,2,False,None
PAY000475,POL000208,CUST002583,AGT00054,2022-02-10,24286,UPI,Success,RCPT886927,False,False,341,True,Premium Diversion by Agent
PAY000476,POL000997,CUST000262,AGT00358,2024-05-22,8323,UPI,Success,RCPT169128,False,True,2,False,None
PAY000477,POL000724,CUST002976,AGT00280,2025-08-11,26440,Card,Success,RCPT954200,False,True,1,False,None
PAY000478,POL000511,CUST002430,AGT00296,2025-05-07,18053,Card,Success,RCPT140816,False,True,0,False,None
PAY000479,POL000259,CUST002978,AGT00109,2023-10-12,90340,NEFT,Reversed,RCPT819655,False,True,0,True,Duplicate/Unauthorized Refund Claimed
PAY000480,POL000380,CUST001822,AGT00217,2024-07-22,78331,Cash,Success,RCPT442347,False,True,1,False,None
PAY000481,POL000163,CUST001095,AGT00330,2023-09-10,70803,Cheque,Success,RCPT637288,False,True,2,False,None
PAY000482,POL000738,CUST002895,AGT00095,2023-01-20,4938,NEFT,Success,RCPT237791,False,True,1,False,None
PAY000483,POL000341,CUST001170,AGT00250,2023-02-04,19940,NEFT,Success,RCPT169981,False,True,2,False,None
PAY000484,POL000932,CUST000595,AGT00183,2024-11-11,132892,Cheque,Success,RCPT934373,False,True,2,False,None
PAY000485,POL000576,CUST001678,AGT00340,2022-02-02,33965,Cash,Success,RCPT724959,False,True,0,False,None
PAY000486,POL000928,CUST002321,AGT00204,2023-11-18,50633,Card,Success,RCPT569528,False,True,0,False,None
PAY000487,POL000758,CUST002423,AGT00228,2024-01-12,10722,Cash,Success,RCPT663611,False,True,2,False,None
PAY000488,POL000530,CUST000258,AGT00324,2026-07-11,12385,UPI,Success,RCPT838185,False,True,1,False,None
PAY000489,POL000034,CUST001247,AGT00209,2023-03-27,16090,Cash,Success,RCPT812680,False,True,0,False,None
PAY000490,POL000824,CUST000959,AGT00003,2025-02-28,8207,Cash,Success,RCPT766779,False,True,2,False,None
PAY000491,POL000998,CUST001922,AGT00251,2026-01-27,3826,Card,Success,RCPT304508,False,True,0,False,None
PAY000492,POL000323,CUST003155,AGT00020,2024-09-01,20413,NEFT,Success,RCPT650691,False,True,0,False,None
PAY000493,POL000181,CUST003005,AGT00239,2024-05-01,10270,Card,Success,RCPT652586,False,True,0,False,None
PAY000494,POL000963,CUST001144,AGT00336,2023-08-16,22405,Card,Success,RCPT323764,False,True,1,False,None
PAY000495,POL000347,CUST002226,AGT00369,2025-04-30,21964,NEFT,Success,RCPT923797,True,True,1,True,Fake Payment Receipt Submitted
PAY000496,POL000706,CUST000038,AGT00237,2026-04-09,38734,Card,Success,RCPT976005,False,True,2,False,None
PAY000497,POL000192,CUST000199,AGT00118,2025-02-27,8867,Card,Success,RCPT539449,False,True,1,False,None
PAY000498,POL000579,CUST003123,AGT00029,2026-04-15,26245,Card,Success,RCPT172771,False,True,2,False,None
PAY000499,POL000721,CUST002206,AGT00060,2023-11-23,13273,Cheque,Success,RCPT948398,False,True,2,False,None
PAY000500,POL000878,CUST001841,AGT00111,2025-08-11,5468,Card,Success,RCPT138056,False,True,0,False,None
PAY000501,POL000679,CUST002671,AGT00162,2024-02-02,15110,Card,Success,RCPT419109,False,True,0,False,None
PAY000502,POL000246,CUST001567,AGT00338,2022-10-08,49067,Cheque,Success,RCPT474762,False,True,1,False,None
PAY000503,POL000245,CUST001355,AGT00008,2023-05-23,53938,Cheque,Bounced,RCPT597656,False,True,2,True,Bounced Cheque Used for Coverage
PAY000504,POL000678,CUST002845,AGT00043,2022-05-12,6882,Cheque,Success,RCPT688525,False,True,2,False,None
PAY000505,POL000808,CUST001966,AGT00124,2022-02-17,17785,Card,Success,RCPT242267,False,True,0,False,None
PAY000506,POL000915,CUST000805,AGT00370,2025-08-25,40287,Cash,Bounced,RCPT878351,False,True,0,True,Bounced Cheque Used for Coverage
PAY000507,POL000723,CUST000217,AGT00299,2023-05-05,45618,Cheque,Success,RCPT949971,True,True,0,True,Fake Payment Receipt Submitted
PAY000508,POL000133,CUST000493,AGT00187,2026-04-06,11225,NEFT,Reversed,RCPT781608,False,True,1,True,Duplicate/Unauthorized Refund Claimed
PAY000509,POL000197,CUST001538,AGT00024,2022-10-23,21581,Card,Success,RCPT282526,False,True,2,False,None
PAY000510,POL000910,CUST000562,AGT00257,2024-03-17,6129,Cash,Success,RCPT877373,False,True,2,False,None
PAY000511,POL000347,CUST002226,AGT00369,2025-05-01,21931,UPI,Success,RCPT710603,False,True,2,False,None
PAY000512,POL000049,CUST001476,AGT00202,2023-08-31,35337,Cash,Success,RCPT176202,False,True,0,False,None
PAY000513,POL000064,CUST002446,AGT00361,2023-04-18,52308,UPI,Success,RCPT972347,False,True,1,False,None
PAY000514,POL000624,CUST002095,AGT00088,2024-09-18,19558,UPI,Success,RCPT655997,False,True,1,False,None
PAY000515,POL000868,CUST002689,AGT00339,2025-08-17,89861,UPI,Success,RCPT214439,False,True,0,False,None
PAY000516,POL000697,CUST001598,AGT00313,2023-03-15,13225,UPI,Success,RCPT536066,False,True,1,False,None
PAY000517,POL000104,CUST000204,AGT00369,2026-01-04,36049,Cash,Success,RCPT589570,False,True,1,False,None
PAY000518,POL000931,CUST000790,AGT00149,2022-09-18,107420,UPI,Success,RCPT926969,False,True,2,False,None
PAY000519,POL000213,CUST000371,AGT00295,2023-06-26,16811,Cash,Success,RCPT818818,False,True,0,False,None
PAY000520,POL000517,CUST002746,AGT00073,2026-06-20,36699,Cheque,Success,RCPT130949,False,True,0,False,None
PAY000521,POL000119,CUST001535,AGT00176,2022-06-12,23932,NEFT,Success,RCPT475434,False,True,0,False,None
PAY000522,POL000856,CUST000018,AGT00085,2025-06-09,32501,Card,Success,RCPT256925,False,True,0,False,None
PAY000523,POL000761,CUST002019,AGT00353,2023-10-14,4197,NEFT,Success,RCPT330803,False,True,2,False,None
PAY000524,POL000679,CUST002671,AGT00162,2024-01-31,14877,Cash,Success,RCPT266942,False,True,1,False,None
PAY000525,POL000895,CUST002692,AGT00340,2026-04-06,38871,Card,Bounced,RCPT158529,False,True,1,True,Bounced Cheque Used for Coverage
PAY000526,POL000242,CUST000419,AGT00260,2022-02-15,12000,Cash,Success,RCPT425515,False,True,2,False,None
PAY000527,POL000280,CUST000534,AGT00127,2023-06-03,27655,UPI,Success,RCPT412751,False,True,1,False,None
PAY000528,POL000424,CUST002575,AGT00353,2023-06-12,11325,Cash,Success,RCPT551739,False,True,0,False,None
PAY000529,POL000363,CUST002101,AGT00250,2022-11-18,11201,Cheque,Success,RCPT789474,False,True,2,False,None
PAY000530,POL000750,CUST002732,AGT00072,2025-01-12,28211,Cheque,Bounced,RCPT412510,False,True,2,True,Bounced Cheque Used for Coverage
PAY000531,POL000306,CUST001691,AGT00188,2026-01-20,5913,UPI,Success,RCPT654159,False,True,0,False,None
PAY000532,POL000717,CUST000245,AGT00172,2023-02-18,5656,Cheque,Success,RCPT560713,False,True,0,False,None
PAY000533,POL000486,CUST001377,AGT00328,2025-09-11,11911,UPI,Success,RCPT873043,False,True,0,False,None
PAY000534,POL000314,CUST002056,AGT00354,2022-09-26,11217,Cash,Reversed,RCPT333988,False,True,1,True,Duplicate/Unauthorized Refund Claimed
PAY000535,POL000513,CUST001926,AGT00264,2024-08-27,27491,Cash,Reversed,RCPT948716,False,True,0,True,Duplicate/Unauthorized Refund Claimed
PAY000536,POL000683,CUST000449,AGT00165,2024-03-09,23841,Card,Success,RCPT208043,False,True,2,False,None
PAY000537,POL000167,CUST002858,AGT00123,2022-05-04,4764,NEFT,Success,RCPT498906,False,True,1,False,None
PAY000538,POL000394,CUST000889,AGT00213,2025-11-17,7074,Cash,Success,RCPT770528,False,True,1,False,None
PAY000539,POL000770,CUST000288,AGT00327,2023-01-26,5223,Cash,Success,RCPT348618,True,True,2,True,Fake Payment Receipt Submitted
PAY000540,POL000063,CUST000528,AGT00215,2026-07-25,12203,UPI,Success,RCPT608665,False,True,1,False,None
PAY000541,POL000272,CUST000698,AGT00043,2025-01-03,41239,Cheque,Success,RCPT165116,False,True,0,False,None
PAY000542,POL000037,CUST003016,AGT00122,2026-01-29,4378,UPI,Success,RCPT241105,False,True,0,False,None
PAY000543,POL000016,CUST001890,AGT00043,2023-11-28,9867,Cheque,Success,RCPT435727,False,True,0,False,None
PAY000544,POL000766,CUST002350,AGT00074,2025-11-10,16535,Card,Success,RCPT629190,False,True,0,False,None
PAY000545,POL000343,CUST000619,AGT00340,2022-12-04,10742,Cheque,Success,RCPT222793,False,True,1,False,None
PAY000546,POL000346,CUST001878,AGT00305,2024-02-17,58767,Card,Success,RCPT161263,False,True,2,False,None
PAY000547,POL000848,CUST001924,AGT00368,2024-11-20,21370,UPI,Success,RCPT389808,False,True,1,False,None
PAY000548,POL000539,CUST000030,AGT00341,2023-08-18,14717,UPI,Success,RCPT404347,False,True,2,False,None
PAY000549,POL000959,CUST003181,AGT00206,2024-09-02,53853,Card,Success,RCPT366726,False,True,2,False,None
PAY000550,POL000623,CUST001222,AGT00254,2023-11-19,5974,NEFT,Success,RCPT391626,False,True,0,False,None
PAY000551,POL000233,CUST002414,AGT00174,2023-12-08,1923,Cheque,Success,RCPT267216,False,True,1,False,None
PAY000552,POL000990,CUST000363,AGT00071,2024-06-03,42969,Cheque,Success,RCPT927908,False,True,0,False,None
PAY000553,POL000576,CUST001678,AGT00340,2022-01-25,32327,UPI,Success,RCPT918304,False,True,1,False,None
PAY000554,POL000609,CUST000367,AGT00085,2025-07-09,8025,UPI,Success,RCPT182754,False,True,1,False,None
PAY000555,POL000416,CUST002399,AGT00231,2022-05-01,23972,Cash,Success,RCPT510223,False,True,0,False,None
PAY000556,POL000905,CUST001473,AGT00014,2024-02-02,8762,UPI,Success,RCPT805559,False,True,1,False,None
PAY000557,POL000267,CUST001611,AGT00110,2022-06-06,20148,Card,Success,RCPT412860,False,True,0,False,None
PAY000558,POL000997,CUST000262,AGT00358,2024-05-21,8770,UPI,Success,RCPT195363,False,True,2,False,None
PAY000559,POL000326,CUST001337,AGT00010,2023-12-19,31354,UPI,Bounced,RCPT213195,False,True,0,True,Bounced Cheque Used for Coverage
PAY000560,POL000926,CUST003116,AGT00346,2022-06-30,15684,Card,Success,RCPT859104,False,True,1,False,None
PAY000561,POL000744,CUST001456,AGT00108,2024-04-24,5859,Cash,Success,RCPT264336,False,True,1,False,None
PAY000562,POL000911,CUST002000,AGT00317,2024-07-22,12804,UPI,Success,RCPT197143,False,True,2,False,None
PAY000563,POL000443,CUST001694,AGT00275,2024-11-08,5057,UPI,Success,RCPT820590,False,True,2,False,None
PAY000564,POL000560,CUST000453,AGT00161,2024-05-19,94613,Cheque,Success,RCPT389149,False,True,2,False,None
PAY000565,POL000862,CUST001942,AGT00299,2022-09-19,22451,Card,Success,RCPT339831,False,True,0,False,None
PAY000566,POL000722,CUST001025,AGT00367,2025-10-07,11670,NEFT,Success,RCPT393619,False,True,0,False,None
PAY000567,POL000076,CUST001733,AGT00379,2024-03-18,12801,Cheque,Success,RCPT510142,False,True,1,False,None
PAY000568,POL000247,CUST002396,AGT00285,2026-05-17,19176,Cheque,Reversed,RCPT133683,False,True,2,True,Duplicate/Unauthorized Refund Claimed
PAY000569,POL000828,CUST002882,AGT00143,2025-10-15,11797,Cheque,Success,RCPT176810,False,True,2,False,None
PAY000570,POL000580,CUST003184,AGT00040,2022-03-02,21159,Card,Success,RCPT870129,False,True,0,False,None
PAY000571,POL000313,CUST002907,AGT00318,2024-10-27,35566,NEFT,Success,RCPT932481,False,True,1,False,None
PAY000572,POL000576,CUST001678,AGT00340,2022-01-29,33071,UPI,Success,RCPT461627,False,False,223,True,Premium Diversion by Agent
PAY000573,POL000694,CUST001664,AGT00320,2024-09-14,14831,Cheque,Success,RCPT747333,False,True,0,False,None
PAY000574,POL000592,CUST001533,AGT00104,2025-02-28,4809,UPI,Success,RCPT339823,False,True,0,False,None
PAY000575,POL000343,CUST000619,AGT00340,2022-12-01,11407,UPI,Success,RCPT855735,False,True,2,False,None
PAY000576,POL000715,CUST001739,AGT00037,2022-02-13,32508,Card,Success,RCPT600518,False,True,2,False,None
PAY000577,POL000182,CUST002487,AGT00358,2022-04-07,9671,Cheque,Success,RCPT352790,False,True,1,False,None
PAY000578,POL000955,CUST002179,AGT00005,2026-02-13,17823,UPI,Success,RCPT848210,True,True,2,True,Fake Payment Receipt Submitted
PAY000579,POL000984,CUST000401,AGT00045,2026-06-24,112321,Card,Success,RCPT542699,False,True,0,False,None
PAY000580,POL000726,CUST000761,AGT00159,2022-10-31,5846,Cash,Success,RCPT736465,True,True,2,True,Fake Payment Receipt Submitted
PAY000581,POL000935,CUST000001,AGT00300,2026-01-02,26191,Card,Success,RCPT270985,False,True,2,False,None
PAY000582,POL000632,CUST000786,AGT00151,2022-02-15,5319,NEFT,Success,RCPT554150,False,True,1,False,None
PAY000583,POL000399,CUST002312,AGT00073,2022-05-07,4464,Cheque,Success,RCPT361731,False,True,0,False,None
PAY000584,POL000241,CUST001531,AGT00118,2023-11-06,30855,NEFT,Success,RCPT392432,False,True,2,False,None
PAY000585,POL000847,CUST002160,AGT00320,2022-11-19,24928,Cash,Success,RCPT737168,False,True,0,False,None
PAY000586,POL000714,CUST000305,AGT00231,2026-04-17,21553,UPI,Success,RCPT747348,False,True,1,False,None
PAY000587,POL000924,CUST001652,AGT00015,2022-11-08,50412,Cash,Success,RCPT715716,False,True,0,False,None
PAY000588,POL000292,CUST002382,AGT00051,2024-03-02,33389,Cheque,Success,RCPT125682,False,True,2,False,None
PAY000589,POL000054,CUST001141,AGT00216,2025-03-13,14407,Card,Success,RCPT691413,False,True,2,False,None
PAY000590,POL000145,CUST001860,AGT00309,2024-06-07,31187,Card,Success,RCPT786169,False,True,1,False,None
PAY000591,POL000356,CUST001074,AGT00118,2026-01-20,9365,UPI,Success,RCPT970838,False,True,1,False,None
PAY000592,POL000598,CUST000915,AGT00309,2023-11-27,3611,UPI,Success,RCPT351594,True,True,1,True,Fake Payment Receipt Submitted
PAY000593,POL000983,CUST002241,AGT00257,2023-10-22,39561,Card,Success,RCPT807102,False,True,0,False,None
PAY000594,POL000477,CUST001542,AGT00197,2022-09-05,11093,NEFT,Success,RCPT174215,True,True,0,True,Fake Payment Receipt Submitted
PAY000595,POL000022,CUST002242,AGT00156,2023-02-02,22672,Card,Success,RCPT764163,False,True,0,False,None
PAY000596,POL000331,CUST002687,AGT00331,2025-12-09,77993,Cheque,Success,RCPT414716,False,True,0,False,None
PAY000597,POL000292,CUST002382,AGT00051,2024-03-04,32877,Cheque,Success,RCPT606810,False,True,1,False,None
PAY000598,POL000236,CUST002379,AGT00202,2024-11-07,10682,Card,Success,RCPT422682,False,False,322,True,Premium Diversion by Agent
PAY000599,POL000029,CUST001814,AGT00162,2025-06-05,15745,UPI,Success,RCPT994325,False,True,0,False,None
PAY000600,POL000695,CUST002531,AGT00336,2025-10-27,6100,Cash,Success,RCPT205518,False,True,0,False,None
PAY000601,POL000938,CUST000766,AGT00125,2022-01-24,36172,Cash,Success,RCPT805968,False,True,0,False,None
PAY000602,POL000160,CUST002560,AGT00192,2025-09-15,19558,Cash,Success,RCPT667441,False,True,1,False,None
PAY000603,POL000910,CUST000562,AGT00257,2024-03-22,6276,Card,Success,RCPT672945,False,True,1,False,None
PAY000604,POL000530,CUST000258,AGT00324,2026-07-13,12348,Cheque,Success,RCPT240601,False,True,2,False,None
PAY000605,POL000550,CUST002439,AGT00162,2024-01-06,52178,Cheque,Success,RCPT325606,False,True,2,False,None
PAY000606,POL000101,CUST001302,AGT00129,2026-05-26,18540,Card,Success,RCPT934640,False,True,0,False,None
PAY000607,POL000290,CUST001956,AGT00105,2026-06-28,31480,UPI,Success,RCPT700216,True,True,0,True,Fake Payment Receipt Submitted
PAY000608,POL000377,CUST001244,AGT00108,2026-07-31,148791,Cheque,Success,RCPT792625,False,True,1,False,None
PAY000609,POL000173,CUST001796,AGT00262,2023-01-08,10751,Card,Success,RCPT759943,False,True,2,False,None
PAY000610,POL000343,CUST000619,AGT00340,2022-12-08,10638,Cash,Success,RCPT292298,True,True,0,True,Fake Payment Receipt Submitted
PAY000611,POL000928,CUST002321,AGT00204,2023-11-12,50565,NEFT,Success,RCPT650978,False,True,2,False,None
PAY000612,POL000878,CUST001841,AGT00111,2025-08-04,5623,Cheque,Success,RCPT187174,False,True,2,False,None
PAY000613,POL000579,CUST003123,AGT00029,2026-04-20,26985,NEFT,Success,RCPT902670,False,True,2,False,None
PAY000614,POL000191,CUST002570,AGT00354,2025-04-21,40348,NEFT,Success,RCPT843851,False,True,1,False,None
PAY000615,POL000439,CUST002468,AGT00220,2026-06-27,32657,UPI,Success,RCPT418379,False,True,0,False,None
PAY000616,POL000555,CUST000172,AGT00250,2024-11-03,29434,Cash,Success,RCPT252754,False,True,0,False,None
PAY000617,POL000635,CUST001997,AGT00216,2025-11-15,9061,Card,Success,RCPT837358,False,True,1,False,None
PAY000618,POL000790,CUST001791,AGT00187,2023-10-06,22636,Cash,Reversed,RCPT228596,False,True,1,True,Duplicate/Unauthorized Refund Claimed
PAY000619,POL000343,CUST000619,AGT00340,2022-11-22,11171,UPI,Success,RCPT826548,False,True,1,False,None
PAY000620,POL000708,CUST000629,AGT00088,2023-04-18,3379,UPI,Bounced,RCPT378905,False,True,2,True,Bounced Cheque Used for Coverage
PAY000621,POL000845,CUST002945,AGT00213,2024-01-18,13452,NEFT,Success,RCPT608068,False,True,2,False,None
PAY000622,POL000125,CUST000899,AGT00211,2023-03-04,10180,UPI,Success,RCPT851131,False,True,0,False,None
PAY000623,POL000608,CUST002259,AGT00367,2022-08-20,39580,Card,Success,RCPT355672,True,True,0,True,Fake Payment Receipt Submitted
PAY000624,POL000890,CUST000623,AGT00176,2026-03-10,8034,Card,Reversed,RCPT504392,False,True,2,True,Duplicate/Unauthorized Refund Claimed
PAY000625,POL000669,CUST001402,AGT00281,2025-01-04,29025,Card,Success,RCPT990677,False,True,2,False,None
PAY000626,POL000552,CUST000149,AGT00008,2022-03-19,5373,Card,Success,RCPT550714,False,True,1,False,None
PAY000627,POL000360,CUST000372,AGT00034,2022-11-07,11622,UPI,Success,RCPT723738,False,True,2,False,None
PAY000628,POL000503,CUST001133,AGT00328,2025-07-10,5052,NEFT,Success,RCPT672617,False,True,0,False,None
PAY000629,POL000173,CUST001796,AGT00262,2023-01-01,11044,Card,Success,RCPT912071,False,True,0,False,None
PAY000630,POL000887,CUST001499,AGT00337,2024-10-18,66220,UPI,Success,RCPT298824,False,True,1,False,None
PAY000631,POL000394,CUST000889,AGT00213,2025-11-14,6866,UPI,Success,RCPT738021,False,True,1,False,None
PAY000632,POL000461,CUST002951,AGT00367,2024-02-13,30012,Card,Success,RCPT656945,False,True,0,False,None
PAY000633,POL000685,CUST001565,AGT00366,2025-01-21,18070,Cheque,Success,RCPT924649,False,True,2,False,None
PAY000634,POL000120,CUST001868,AGT00116,2026-05-10,16849,UPI,Success,RCPT969815,False,True,2,False,None
PAY000635,POL000273,CUST002046,AGT00071,2026-04-06,5100,Card,Success,RCPT283694,False,True,0,False,None
PAY000636,POL000358,CUST000991,AGT00264,2025-04-01,8080,Cash,Reversed,RCPT117900,False,True,2,True,Duplicate/Unauthorized Refund Claimed
PAY000637,POL000386,CUST002612,AGT00115,2026-07-12,57556,Card,Success,RCPT111242,False,True,2,False,None
PAY000638,POL000913,CUST001930,AGT00258,2024-11-20,12213,NEFT,Success,RCPT458753,False,True,0,False,None
PAY000639,POL000876,CUST002753,AGT00119,2026-04-02,18456,Cash,Success,RCPT530407,False,True,0,False,None
PAY000640,POL000858,CUST001530,AGT00244,2023-06-21,6099,UPI,Success,RCPT689218,False,True,1,False,None
PAY000641,POL000887,CUST001499,AGT00337,2024-10-22,63173,UPI,Success,RCPT511126,False,True,0,False,None
PAY000642,POL000934,CUST002613,AGT00183,2022-02-06,8713,UPI,Success,RCPT455866,False,True,1,False,None
PAY000643,POL000933,CUST002106,AGT00302,2022-04-15,37848,Card,Success,RCPT225272,False,True,1,False,None
PAY000644,POL000319,CUST001760,AGT00378,2025-01-16,9464,UPI,Success,RCPT770338,False,True,2,False,None
PAY000645,POL000261,CUST000194,AGT00044,2023-02-26,4840,Card,Success,RCPT483352,False,True,0,False,None
PAY000646,POL000281,CUST001963,AGT00145,2023-09-19,9800,Cash,Success,RCPT900038,False,True,2,False,None
PAY000647,POL000329,CUST000490,AGT00220,2024-05-19,7006,NEFT,Success,RCPT787391,False,True,0,False,None
PAY000648,POL000124,CUST001877,AGT00331,2024-09-27,29523,Card,Success,RCPT631709,False,True,0,False,None
PAY000649,POL000476,CUST003103,AGT00250,2026-02-25,15628,UPI,Success,RCPT417873,False,True,2,False,None
PAY000650,POL000278,CUST000470,AGT00208,2024-04-12,15160,Card,Success,RCPT364692,False,True,1,False,None
PAY000651,POL000093,CUST002973,AGT00306,2026-06-22,11965,Cash,Success,RCPT631540,False,True,0,False,None
PAY000652,POL000959,CUST003181,AGT00206,2024-09-01,55548,NEFT,Success,RCPT540840,False,True,1,False,None
PAY000653,POL000547,CUST001196,AGT00333,2025-03-07,37411,UPI,Success,RCPT702673,False,True,2,False,None
PAY000654,POL000823,CUST001935,AGT00232,2026-05-14,18651,Cash,Success,RCPT583843,False,True,2,False,None
PAY000655,POL000128,CUST001068,AGT00176,2022-07-21,11132,NEFT,Success,RCPT474275,False,True,0,False,None
PAY000656,POL000532,CUST002138,AGT00031,2023-01-23,6405,UPI,Success,RCPT483472,False,True,2,False,None
PAY000657,POL000773,CUST002471,AGT00183,2025-09-24,43106,Card,Success,RCPT924481,False,True,0,False,None
PAY000658,POL000167,CUST002858,AGT00123,2022-05-10,4489,UPI,Success,RCPT268602,False,True,0,False,None
PAY000659,POL000831,CUST000031,AGT00124,2024-07-04,7122,Cash,Success,RCPT523438,False,True,0,False,None
PAY000660,POL000236,CUST002379,AGT00202,2024-10-16,10852,Card,Success,RCPT884748,False,True,0,False,None
PAY000661,POL000032,CUST000608,AGT00088,2025-06-04,7968,Cash,Bounced,RCPT879807,False,True,0,True,Bounced Cheque Used for Coverage
PAY000662,POL000231,CUST000416,AGT00017,2026-01-04,22381,Card,Success,RCPT264806,False,True,2,False,None
PAY000663,POL000191,CUST002570,AGT00354,2025-04-26,39100,Card,Success,RCPT810588,False,True,0,False,None
PAY000664,POL000842,CUST002766,AGT00066,2025-02-12,9885,UPI,Success,RCPT842974,False,True,1,False,None
PAY000665,POL000936,CUST002264,AGT00163,2022-10-02,17487,UPI,Success,RCPT813067,False,True,0,False,None
PAY000666,POL000657,CUST000663,AGT00207,2023-09-29,4296,Cheque,Reversed,RCPT853771,False,True,0,True,Duplicate/Unauthorized Refund Claimed
PAY000667,POL000613,CUST003127,AGT00287,2022-05-19,123244,UPI,Success,RCPT275126,False,True,0,False,None
PAY000668,POL000591,CUST002292,AGT00079,2026-07-26,41472,Card,Success,RCPT469262,False,True,2,False,None
PAY000669,POL000508,CUST000435,AGT00257,2024-06-08,117821,UPI,Success,RCPT940000,False,True,1,False,None
PAY000670,POL000457,CUST000023,AGT00001,2022-08-08,127567,Cheque,Success,RCPT166045,False,True,1,False,None
PAY000671,POL000672,CUST002204,AGT00130,2026-02-17,6902,UPI,Success,RCPT958783,False,True,1,False,None
PAY000672,POL000255,CUST001665,AGT00027,2022-09-09,3721,NEFT,Success,RCPT207560,False,True,2,False,None
PAY000673,POL000279,CUST002897,AGT00250,2022-02-08,18299,UPI,Success,RCPT611769,False,True,2,False,None
PAY000674,POL000971,CUST001722,AGT00221,2022-10-21,11203,NEFT,Success,RCPT288719,False,True,0,False,None
PAY000675,POL000700,CUST000512,AGT00195,2026-03-12,22064,Cheque,Success,RCPT158312,False,True,2,False,None
PAY000676,POL000973,CUST002279,AGT00001,2022-04-13,27373,UPI,Success,RCPT666686,False,True,1,False,None
PAY000677,POL000722,CUST001025,AGT00367,2025-09-26,11630,Card,Reversed,RCPT423009,False,True,1,True,Duplicate/Unauthorized Refund Claimed
PAY000678,POL000753,CUST000759,AGT00194,2026-06-15,29075,Cheque,Success,RCPT726463,False,True,2,False,None
PAY000679,POL000056,CUST001806,AGT00156,2026-06-22,7384,UPI,Success,RCPT220201,False,True,2,False,None
PAY000680,POL000649,CUST000310,AGT00182,2026-05-07,10925,UPI,Success,RCPT869617,False,True,1,False,None
PAY000681,POL000106,CUST001976,AGT00034,2025-05-22,9205,Cheque,Success,RCPT843788,False,True,1,False,None
PAY000682,POL000581,CUST001487,AGT00048,2023-03-23,12633,Cash,Success,RCPT295297,True,True,1,True,Fake Payment Receipt Submitted
PAY000683,POL000702,CUST003036,AGT00218,2026-05-20,14908,Cheque,Success,RCPT703100,False,True,1,False,None
PAY000684,POL000192,CUST000199,AGT00118,2025-02-26,9052,Card,Success,RCPT991900,False,True,1,False,None
PAY000685,POL000278,CUST000470,AGT00208,2024-04-26,14795,Cheque,Success,RCPT937783,False,True,2,False,None
PAY000686,POL000544,CUST002353,AGT00168,2023-06-05,111107,Cheque,Success,RCPT243618,False,True,2,False,None
PAY000687,POL000175,CUST002345,AGT00353,2026-01-16,13786,Card,Success,RCPT284125,False,True,0,False,None
PAY000688,POL000770,CUST000288,AGT00327,2023-02-08,5033,NEFT,Success,RCPT140526,False,True,0,False,None
PAY000689,POL000635,CUST001997,AGT00216,2025-11-18,8983,UPI,Success,RCPT311650,True,True,0,True,Fake Payment Receipt Submitted
PAY000690,POL000085,CUST001327,AGT00234,2025-03-10,17927,Cheque,Success,RCPT204374,False,True,2,False,None
PAY000691,POL000988,CUST002311,AGT00149,2023-07-28,27104,NEFT,Reversed,RCPT348030,False,True,0,True,Duplicate/Unauthorized Refund Claimed
PAY000692,POL000948,CUST003070,AGT00212,2025-05-08,43366,UPI,Success,RCPT531369,False,True,0,False,None
PAY000693,POL000728,CUST002629,AGT00026,2022-08-09,28246,Card,Success,RCPT100229,False,True,2,False,None
PAY000694,POL000216,CUST001492,AGT00313,2025-01-11,14333,Card,Success,RCPT544854,False,True,1,False,None
PAY000695,POL000014,CUST000679,AGT00343,2024-06-24,8279,Card,Success,RCPT255797,False,False,188,True,Premium Diversion by Agent
PAY000696,POL000037,CUST003016,AGT00122,2026-01-16,4319,Cheque,Success,RCPT832616,False,True,2,False,None
PAY000697,POL000027,CUST000281,AGT00108,2025-08-19,37966,Card,Success,RCPT281201,False,True,1,False,None
PAY000698,POL000664,CUST000936,AGT00098,2022-08-13,16508,Card,Success,RCPT131879,False,True,0,False,None
PAY000699,POL000576,CUST001678,AGT00340,2022-02-07,33070,Card,Success,RCPT575770,False,True,2,False,None
PAY000700,POL000070,CUST000840,AGT00134,2025-09-22,23462,UPI,Success,RCPT983086,False,True,2,False,None
